GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	logPadj
chrXV.493195	21.8153233	-0.372193898	0.338763342	-1.098684101	0.27190588	0.646496058	0.189434119
chrXV.494466	249.2051157	0.095328186	0.256668026	0.37140655	0.710334748	0.89631735	0.047538197
chrXV.502523	74.50369952	-0.018597249	0.276625131	-0.067229064	0.946399348	0.985254063	0.006451766
chrXV.504477	100.7765072	0.424716025	0.261940376	1.621422522	0.104927054	0.458130871	0.339010442
chrXV.505148	330.1522939	0.552843607	0.240031032	2.303217226	0.021266624	0.242781389	0.614784607
chrXV.506740	65.21242331	0.467151866	0.282239345	1.655162096	0.097891622	0.442206399	0.354374977
chrXV.511238	126.485231	0.031067187	0.255026475	0.121819457	0.903042004	0.970059882	0.013201456
chrXV.514466	44.7178983	0.326048951	0.303592611	1.073968662	0.282836727	0.654127661	0.184337486
chrXV.514712	141.1034683	0.253056465	0.249567516	1.013979982	0.310592304	0.676979908	0.16942422
chrXV.516888	33.02869711	-0.310509095	0.318234071	-0.975725489	0.329200518	0.689863957	0.161236545
chrXV.517307	32.05410731	0.068452954	0.320571948	0.213533825	0.830910609	0.941653743	0.026108763
chrXV.518874	39.29122187	0.561326051	0.308626285	1.818788867	0.068943647	0.385791382	0.413647478
chrXV.520474	815.6594415	0.479539673	0.265109974	1.808833013	0.07047695	0.387972748	0.41119878
chrXV.522610	346.9295316	-0.320445569	0.246478294	-1.300096503	0.193567896	0.573019443	0.241830642
chrXV.52851	88.39293261	-0.029442601	0.2679674	-0.109873817	0.912509448	0.973368434	0.011722742
chrXV.528676	151.7917815	0.119368647	0.247739389	0.481831522	0.629925635	0.862936844	0.064020988
chrXV.530277	10.95540115	-0.052202384	0.356381213	-0.146479056	0.883543223	0.963741201	0.016039574
chrXV.531267	49.4469625	0.086420726	0.301526317	0.28661089	0.774410275	0.923119362	0.03474214
chrXV.533803	18.40592669	-0.290463219	0.344603032	-0.842892235	0.399288717	0.74103198	0.130163049
chrXV.537002	58.47465636	-0.444826902	0.310478283	-1.432715029	0.151939293	0.52899412	0.276549155
chrXV.539515	82.5869241	0.382491664	0.271169058	1.410528428	0.158383708	0.538097908	0.269138696
chrXV.544393	30.84627271	-0.324406152	0.322210872	-1.006813178	0.314024561	0.679580558	0.167759054
chrXV.544791	31.95104319	-0.296296429	0.320715698	-0.923860075	0.355559172	0.711172111	0.148025283
chrXV.546462	128.7762868	0.189381128	0.251464004	0.753114263	0.451381254	0.773396004	0.111598076
chrXV.550285	108.9109252	0.161838922	0.258003329	0.627274549	0.530479284	0.813233162	0.08978492
chrXV.55155	16.62834319	0.031881458	0.348187855	0.091563956	0.92704449	0.978882484	0.009269443
chrXV.552902	26.02475087	-0.373784817	0.333324612	-1.12138379	0.262124533	0.638136499	0.195086415
chrXV.554625	72.17180786	0.057261932	0.276614358	0.207009979	0.836002065	0.94389852	0.025074695
chrXV.558753	19.22602634	-0.556817992	0.346348581	-1.60768088	0.107905088	0.464829323	0.332706483
chrXV.559807	13.84312391	-0.300390752	0.35377261	-0.849106864	0.395821831	0.739142932	0.131271572
chrXV.560708	75.14618884	0.203439633	0.275653982	0.738025374	0.46049903	0.781393783	0.107130048
chrXV.56272	13.78846176	-0.205878629	0.355029169	-0.579892153	0.561987348	0.825670842	0.083193052
chrXV.564395	14.50022281	-0.214234681	0.351973007	-0.60866793	0.542744568	0.819804041	0.086289945
chrXV.566270	22.98931083	-0.039598666	0.335043237	-0.118189718	0.905917337	0.97095745	0.012799802
chrXV.566521	33.65222233	-0.029579143	0.32726184	-0.090383723	0.927982291	0.978944565	0.009241901
chrXV.569642	15.16390323	0.188936354	0.351117217	0.538100513	0.590507659	0.842669188	0.074342885
chrXV.570896	139.3145414	0.53360652	0.250527983	2.129927814	0.033177573	0.292896713	0.533285502
chrXV.571838	118.1521985	-0.291392974	0.255777239	-1.139245131	0.254600927	0.633303874	0.198387855
chrXV.572911	70.98404753	-0.044312253	0.27747951	-0.159695586	0.873120878	0.960214238	0.017631858
chrXV.574805	37.81057247	-0.271776637	0.31085775	-0.874279751	0.381965924	0.727756883	0.138013678
chrXV.579769	220.4510923	0.388002452	0.23517105	1.649873368	0.098968839	0.443340003	0.35326308
chrXV.584080	71.83529421	0.297965783	0.2773299	1.074409152	0.282639343	0.654111554	0.18434818
chrXV.58485	119.4710476	0.131785629	0.26144401	0.504068268	0.614213404	0.855011972	0.068027804
chrXV.586397	267.0027599	0.022647761	0.247799667	0.091395448	0.927178379	0.978882484	0.009269443
chrXV.592629	121.3969922	0.163781785	0.254056764	0.644666106	0.519143586	0.809970597	0.091530746
chrXV.594225	27.22130348	-0.297345954	0.327425503	-0.908133152	0.363807877	0.716405289	0.144841217
chrXV.600816	16.41529708	-0.168778226	0.349893561	-0.482370198	0.629542988	0.862936844	0.064020988
chrXV.602435	130.4034887	0.466429958	0.252549052	1.846888576	0.064763291	0.380549453	0.419588898
chrXV.605158	40.51828952	-0.171112114	0.307587284	-0.556304251	0.578002881	0.837185337	0.077178387
chrXV.606205	61.70326563	0.219414544	0.283804156	0.773119561	0.439451625	0.767899847	0.114695419
chrXV.609220	47.99922794	0.317428576	0.30164323	1.052331178	0.292647632	0.663160683	0.17838123
chrXV.609492	11.89614948	-0.268080404	0.355787356	-0.753484911	0.451158575	0.773391821	0.111600425
chrXV.61102	13.89766722	-0.48316135	0.353921691	-1.365164564	0.172201333	0.558434547	0.253027722
chrXV.611454	31.685491	-0.006100288	0.323775336	-0.018841114	0.984967856	0.994623312	0.002341366
chrXV.611801	20.75739615	-0.152382101	0.341743624	-0.445895959	0.655672401	0.8707303	0.060116342
chrXV.616936	61.71686606	-0.230069902	0.286351559	-0.803452592	0.421713188	0.756338357	0.121283874
chrXV.618475	58.58769584	0.638072565	0.289910661	2.200928249	0.027741104	0.273428108	0.563156843
chrXV.622	123.1210204	-0.697673422	0.260826058	-2.674860887	0.007476026	0.164848091	0.782916079
chrXV.624419	124.228006	-0.230623964	0.257166251	-0.896789386	0.369831313	0.719257112	0.143115835
chrXV.628003	20.22027202	-0.573099937	0.343085726	-1.670427807	0.094834752	0.43576502	0.360747634
chrXV.630679	34.60659448	-0.090758941	0.315965489	-0.28724321	0.773926103	0.923119362	0.03474214
chrXV.631816	24.07422852	-0.707886827	0.337221752	-2.09917309	0.035801645	0.302868581	0.518745777
chrXV.633617	21.50572211	-0.404742208	0.340564965	-1.188443468	0.234658739	0.614515755	0.211466978
chrXV.636738	18.10254888	-0.183425372	0.346850513	-0.528831198	0.596922554	0.84656065	0.072341923
chrXV.638734	519.1226037	0.208592885	0.256386334	0.813588159	0.415880924	0.7541035	0.122569044
chrXV.639259	326.9804168	0.363427543	0.281043926	1.293134309	0.195964611	0.575966589	0.239602709
chrXV.642172	22.72409896	-0.075490029	0.335420352	-0.225060968	0.821931845	0.9389451	0.0273598
chrXV.644360	20.29804205	-0.505281401	0.343177405	-1.472362089	0.140923125	0.513210988	0.289704054
chrXV.646862	7.894697162	-0.483033623	0.354080209	-1.364192661	0.172506937	0.558434547	0.253027722
chrXV.648545	73.17499479	-0.066886986	0.27591849	-0.242415744	0.808458036	0.935967655	0.028739159
chrXV.649032	19.52971991	-0.314296152	0.343321036	-0.915458477	0.359950991	0.714876453	0.145769008
chrXV.651718	15.08214907	-0.763434934	0.352571804	-2.165331785	0.030362286	0.281419345	0.550646052
chrXV.653986	46.53722415	0.233283882	0.297974077	0.782899925	0.433685881	0.765850197	0.115856171
chrXV.65399	11.36614411	-0.775504259	0.356657813	-2.174364984	0.029677736	0.27939802	0.553776676
chrXV.656657	45.43318225	-0.049931714	0.303242828	-0.164659176	0.869212251	0.959886669	0.01778004
chrXV.658483	82.87826568	1.029555524	0.273758615	3.760815074	1.69E-04	0.029208656	1.534488431
chrXV.661756	65.48229437	0.174549115	0.280456304	0.622375438	0.533695027	0.815188569	0.088741919
chrXV.663638	12.02550009	-0.650492128	0.356110243	-1.826659417	0.067750994	0.383802321	0.415892404
chrXV.664886	31.73563737	-0.005571758	0.318871815	-0.017473348	0.986058995	0.994623312	0.002341366
chrXV.667496	135.0015187	0.001942693	0.265803431	0.007308759	0.994168506	0.998889524	0.000482542
chrXV.667662	80.75716369	0.143626892	0.293632339	0.489138535	0.624743622	0.859709114	0.065648469
chrXV.670953	403.20622	0.135713609	0.236494038	0.573856367	0.566065002	0.828580294	0.0816654
chrXV.672432	22.08653152	-0.26496858	0.340011365	-0.779293303	0.435806959	0.766670967	0.115390983
chrXV.672715	10.02869505	-0.125600924	0.356689365	-0.352129713	0.724740986	0.902003665	0.044791698
chrXV.673774	182.5073999	0.597789225	0.240612559	2.484447307	0.012975271	0.198283491	0.702713443
chrXV.675674	47.4748184	0.216410744	0.302231894	0.716042048	0.473965386	0.787527924	0.103734038
chrXV.678825	139.6738187	0.382066071	0.250130276	1.527468316	0.1266446	0.493974068	0.30629585
chrXV.680976	38.65144483	-0.465932306	0.314604933	-1.481007633	0.13860454	0.509764906	0.292630066
chrXV.681284	12.57927102	-0.254418686	0.355295902	-0.716075485	0.47394474	0.787527924	0.103734038
chrXV.682212	167.661753	0.298840027	0.251997584	1.185884495	0.235667917	0.614669539	0.211358308
chrXV.683645	119.1236565	0.316707481	0.255471664	1.239697098	0.215087451	0.597616399	0.223577494
chrXV.685500	77.31481589	0.485351325	0.272287408	1.782496404	0.074668317	0.395909134	0.402404478
chrXV.689366	68.28789253	0.048017106	0.27996054	0.171513837	0.863819751	0.956703717	0.019222538
chrXV.69004	110.1242613	0.303322998	0.261219349	1.161181207	0.245568216	0.62478868	0.204266848
chrXV.690345	17.77747287	0.269792283	0.345521713	0.780825843	0.434904933	0.766222846	0.115644903
chrXV.692202	14.69283651	-0.479522102	0.352101702	-1.361885214	0.173234113	0.558434547	0.253027722
chrXV.70079	38.0938392	-0.004552984	0.312918038	-0.014550086	0.988391121	0.99581488	0.001821388
chrXV.700924	280.6834497	0.364819639	0.244407584	1.492669059	0.135523836	0.504300535	0.297310571
chrXV.709658	111.0633931	-0.627577121	0.285148831	-2.200875657	0.027744828	0.273428108	0.563156843
chrXV.710242	10.99332778	-0.343041379	0.356518129	-0.962198978	0.335949662	0.694260239	0.158477707
chrXV.712592	35.49350513	0.021130101	0.314009343	0.067291313	0.946349792	0.985254063	0.006451766
chrXV.716871	119.7030384	0.114929175	0.256541204	0.447994994	0.65415681	0.870527847	0.060217332
chrXV.720273	64.30437066	-0.085742916	0.281895191	-0.304165941	0.761001472	0.919149402	0.036613891
chrXV.722628	24.0397539	-0.871887842	0.341298197	-2.554621878	0.010630321	0.186668431	0.728929122
chrXV.72677	16.6240667	0.182340501	0.347985923	0.523988153	0.60028678	0.847102531	0.072064021
chrXV.727262	13.02130441	-0.213592946	0.354839457	-0.601942491	0.547212419	0.819884819	0.086247155
chrXV.729710	108.6888654	0.294800164	0.26057167	1.131359232	0.257903923	0.635980825	0.196555978
chrXV.733503	90.32145835	-0.304401601	0.270884584	-1.123731724	0.261126854	0.637503325	0.195517546
chrXV.737879	37.56871334	0.186955664	0.310184888	0.602723315	0.546692768	0.819884819	0.086247155
chrXV.738106	27.68947998	-0.3281905	0.328963199	-0.997651109	0.318448569	0.683558865	0.16522408
chrXV.738690	28.68991892	-0.089778909	0.328293316	-0.273471634	0.784490694	0.927596857	0.032640732
chrXV.73934	34.60939598	0.117570963	0.320706503	0.366599873	0.713917503	0.898005535	0.046720986
chrXV.741272	7.814907726	-0.347433169	0.353409676	-0.98308901	0.325563633	0.68652698	0.163342391
chrXV.741765	30.97314477	-0.143727429	0.321508112	-0.447041378	0.654845184	0.870527847	0.060217332
chrXV.742191	53.87975697	0.282079863	0.290885875	0.969726919	0.332182629	0.691533765	0.16018661
chrXV.745399	43.90805366	0.128191324	0.301061006	0.425798497	0.670254682	0.877143594	0.056929304
chrXV.747316	25.49199196	-0.620551197	0.333626071	-1.860020099	0.062882682	0.376047122	0.424757731
chrXV.749047	24.81257286	0.098747617	0.333273944	0.29629564	0.767004315	0.922291707	0.035131696
chrXV.755109	109.2686249	0.229301875	0.260763368	0.879348493	0.37921235	0.726327898	0.138867275
chrXV.757640	115.9792994	0.121609396	0.256440729	0.474220286	0.635342829	0.864276182	0.063347455
chrXV.759532	55.25979184	-0.364308314	0.292589398	-1.245117958	0.213088394	0.59514393	0.225377992
chrXV.761293	21.70378267	-0.358349941	0.339064087	-1.056879671	0.290566507	0.660618497	0.18004927
chrXV.762138	520.179901	0.367594523	0.239455427	1.53512713	0.124752603	0.490179269	0.30964506
chrXV.766638	65.59585279	0.146546927	0.283707991	0.516541415	0.605476321	0.849983778	0.070589363
chrXV.768030	75.1995903	-0.016807694	0.278036808	-0.060451327	0.951796181	0.98542878	0.006374758
chrXV.770164	156.0517386	0.316907108	0.247925049	1.278237555	0.201165678	0.580650962	0.23608485
chrXV.770582	71.39925161	0.102747088	0.28242915	0.363797747	0.716009046	0.898267396	0.046594363
chrXV.772226	70.18856087	-0.132521404	0.280224098	-0.472912235	0.636275796	0.864276182	0.063347455
chrXV.77319	30.27282136	-0.326664611	0.328518508	-0.994356797	0.320049193	0.683701273	0.165133611
chrXV.774251	75.70167963	0.359352396	0.279221746	1.286978543	0.198101767	0.5783196	0.237832088
chrXV.775308	23.05357192	-0.576897238	0.339895462	-1.697278435	0.089644032	0.423572438	0.373072307
chrXV.778286	23.49980929	-0.306078519	0.337822362	-0.906033918	0.3649179	0.716628117	0.144706156
chrXV.779444	164.5325186	0.474187894	0.246843843	1.921003531	0.054731262	0.352071604	0.453369002
chrXV.780619	57.86225187	-0.059927434	0.292235118	-0.205065818	0.837520702	0.944729612	0.024692472
chrXV.781538	169.2399131	0.42574232	0.243006196	1.751981339	0.079777017	0.408096625	0.389236997
chrXV.783319	8.406993551	-0.327574463	0.355468325	-0.921529262	0.356774171	0.711338758	0.147923528
chrXV.784650	39.33074394	0.155102628	0.310857911	0.498950236	0.617814442	0.856530771	0.06725703
chrXV.786925	155.250645	-0.085872561	0.245476454	-0.34981995	0.726473826	0.902214358	0.044690266
chrXV.792283	26.6637224	-0.313400266	0.33045273	-0.948396662	0.342927558	0.700050333	0.154870734
chrXV.796888	93.22439812	0.414545572	0.266191206	1.557322568	0.11939392	0.484091721	0.315072345
chrXV.79821	119.1023041	0.421132246	0.254195718	1.656724389	0.09757521	0.442017531	0.354560505
chrXV.800750	326.9024405	0.462598061	0.229384328	2.016694275	0.043727428	0.323429012	0.490221026
chrXV.802346	25.95917602	0.390695845	0.328549745	1.189152787	0.234379549	0.614515755	0.211466978
chrXV.803481	32.31115447	0.23324015	0.318498304	0.732312063	0.463978118	0.783135384	0.106163153
chrXV.804212	28.31399647	0.559997033	0.324801968	1.72411835	0.08468648	0.416016562	0.380889379
chrXV.807046	31.40541243	-0.073149523	0.320396658	-0.228309257	0.819405829	0.93826548	0.027674262
chrXV.810827	112.8145852	0.346942862	0.262510403	1.32163472	0.186289816	0.566328483	0.246931595
chrXV.81177	52.55998791	-0.200555761	0.298770159	-0.671271058	0.502047869	0.801813014	0.095926899
chrXV.813738	12.99776031	-0.841619366	0.355642633	-2.366474904	0.017958392	0.22942083	0.639367154
chrXV.815741	18.70226219	-0.17808446	0.344452295	-0.517007618	0.605150841	0.849983778	0.070589363
chrXV.817044	25.57335786	0.087512441	0.332413394	0.263263885	0.792347194	0.929096325	0.031939258
chrXV.818490	116.0797237	0.389725569	0.25657604	1.518947636	0.128775677	0.496295087	0.304260024
chrXV.820243	49.60643317	0.019149792	0.298369854	0.064181389	0.948825797	0.98529736	0.006432681
chrXV.820798	53.57910259	0.386013415	0.296601286	1.301455637	0.19310254	0.573019443	0.241830642
chrXV.825642	518.1353763	0.522004165	0.228021389	2.28927719	0.022063252	0.247775453	0.605941722
chrXV.826141	99.88841666	-0.051217274	0.274541243	-0.186555848	0.852008887	0.950408367	0.022089749
chrXV.830756	182.7296518	-0.111681409	0.242045672	-0.461406345	0.6445071	0.867909868	0.061525374
chrXV.83091	144.6612913	0.136140941	0.25912118	0.525394879	0.599308713	0.846733331	0.072253344
chrXV.832100	220.5716819	0.20533726	0.237886704	0.863172497	0.388042633	0.732729788	0.135056152
chrXV.832502	64.09273979	0.25098694	0.286557407	0.875869665	0.381100892	0.727118218	0.138394974
chrXV.83616	31.01707332	0.188111033	0.320096764	0.587669273	0.556754304	0.823093962	0.084550584
chrXV.836660	213.7099804	0.501767475	0.243315453	2.062209646	0.039187781	0.30999879	0.508640001
chrXV.841098	21.71860699	-0.11220176	0.341636968	-0.328423942	0.742591143	0.91222911	0.039896073
chrXV.842209	70.16883853	0.734684858	0.278187295	2.640972007	0.008266855	0.171180514	0.766545673
chrXV.844746	21.15550655	-0.001150417	0.339628045	-0.003387285	0.997297343	0.999159516	0.000365171
chrXV.847170	38.39329866	0.094455542	0.311431558	0.303294703	0.761665282	0.919151861	0.036612729
chrXV.848272	18.95614971	-0.405277936	0.344159787	-1.177586547	0.238961476	0.616753055	0.209888691
chrXV.849418	18.73863019	-0.744800204	0.346028871	-2.152422146	0.031364121	0.284801809	0.545457256
chrXV.850087	137.4112713	0.221760771	0.254685643	0.870723485	0.383905152	0.729482357	0.136985208
chrXV.851859	12.38821038	-0.323104354	0.355472584	-0.908943105	0.363380159	0.716405289	0.144841217
chrXV.85224	30.89217271	-0.365661246	0.326821046	-1.118842409	0.263207376	0.638136499	0.195086415
chrXV.853134	75.00566283	0.165033824	0.276221449	0.597469257	0.550194126	0.821240223	0.085529787
chrXV.854631	11.65509143	-0.518559323	0.356309729	-1.455361109	0.145569317	0.520011325	0.283987198
chrXV.860400	31.06126572	-0.007060748	0.319745412	-0.022082406	0.982382221	0.993491884	0.002835676
chrXV.860859	59.55743626	0.034723928	0.290336263	0.119599003	0.90480081	0.97052046	0.012995305
chrXV.866639	101.9580933	0.052770748	0.260916357	0.20225159	0.839720044	0.945833866	0.02418514
chrXV.86790	11.93077306	-0.179630841	0.355520769	-0.505261175	0.613375408	0.854845592	0.068112323
chrXV.868094	65.06708357	0.554432333	0.280755121	1.974789744	0.048292013	0.331285469	0.479797613
chrXV.869946	82.02385935	0.549653634	0.272822124	2.014695966	0.043936515	0.323429012	0.490221026
chrXV.87238	331.5577299	0.578997558	0.226116049	2.560621244	0.01044852	0.186184141	0.730057315
chrXV.874260	16.78597517	-0.424370624	0.350627381	-1.210317981	0.2261569	0.609276334	0.215185691
chrXV.875352	28.13163777	0.20688797	0.329612621	0.627670049	0.53022011	0.813233162	0.08978492
chrXV.877780	152.2331957	0.006233509	0.259209416	0.024048157	0.980814196	0.992791971	0.003141744
chrXV.880734	199.2355722	0.248921055	0.237660453	1.047381053	0.294923867	0.666442374	0.176237397
chrXV.882053	317.4919985	0.243413147	0.227782612	1.068620406	0.28524075	0.656230386	0.182943664
chrXV.884193	106.0088021	0.231709445	0.26251073	0.882666566	0.377416452	0.726113165	0.138995689
chrXV.888790	213.0480032	0.159839218	0.23842584	0.670393857	0.502606749	0.801813014	0.095926899
chrXV.889697	23.4330942	-0.014885332	0.335482439	-0.044369928	0.964609532	0.989288011	0.004677254
chrXV.891697	180.7752936	0.285641205	0.241794346	1.181339473	0.237467892	0.615510999	0.210764182
chrXV.89399	15.75146769	-0.418872046	0.350085463	-1.196485116	0.231507303	0.612574668	0.212840967
chrXV.894253	54.10310047	-0.026225181	0.291151782	-0.090073914	0.928228478	0.978944565	0.009241901
chrXV.896431	33.22228984	0.035900983	0.325325056	0.110354191	0.912128482	0.973368434	0.011722742
chrXV.898387	68.90823516	0.289789136	0.278311253	1.041241174	0.297763631	0.667859068	0.175315173
chrXV.899987	183.5685476	0.106512068	0.242809682	0.438664828	0.660904416	0.874625219	0.058178004
chrXV.901228	67.90689365	0.014461777	0.282093628	0.051265876	0.959113659	0.987363856	0.005522775
chrXV.903000	126.1772174	0.467616331	0.255157719	1.832656027	0.066853741	0.382507954	0.417359529
chrXV.907715	94.36108102	0.392799913	0.271039721	1.449233756	0.147272314	0.52145336	0.28278453
chrXV.908259	28.9325356	0.291911769	0.325076883	0.897977631	0.369197475	0.719255606	0.143116744
chrXV.908543	173.80578	0.768923468	0.261229543	2.943478214	0.003245467	0.112376092	0.949326074
chrXV.908838	386.9405792	0.387908455	0.244184231	1.588589295	0.112153147	0.475911727	0.322473594
chrXV.911964	66.1924544	0.122843798	0.280378262	0.438135956	0.661287731	0.87483524	0.058073731
chrXV.912523	235.0509168	-0.135985118	0.234784853	-0.579190334	0.562460752	0.826071463	0.08298238
chrXV.91487	94.70360934	0.705531982	0.265183198	2.660545567	0.007801417	0.16891219	0.772339008
chrXV.915217	71.8336207	0.391121328	0.283964454	1.377360164	0.168400923	0.55401302	0.256480029
chrXV.921303	40.69192844	-0.03398791	0.308237775	-0.110265232	0.91219903	0.973368434	0.011722742
chrXV.922916	35.50689523	0.409870119	0.313021988	1.309397213	0.190399835	0.5703765	0.243838376
chrXV.92419	14.68564525	-0.072848119	0.351349437	-0.207338084	0.835745833	0.94389852	0.025074695
chrXV.925206	97.65899167	0.091128645	0.262417368	0.34726606	0.728391447	0.903519727	0.044062361
chrXV.92870	157.8894742	-0.39387964	0.248131741	-1.587381114	0.112426354	0.476652207	0.321798392
chrXV.930361	172.7715783	0.217638524	0.245217348	0.887533146	0.374791929	0.723658626	0.140466257
chrXV.931212	308.9048625	0.306694427	0.234839781	1.305973054	0.191561721	0.571828287	0.242734365
chrXV.933489	39.85159888	0.396853224	0.309776747	1.281094299	0.200160546	0.578787591	0.237480788
chrXV.939448	49.22735269	0.15780663	0.300082163	0.525878075	0.598972923	0.846733331	0.072253344
chrXV.943422	159.7029029	0.46698169	0.245550825	1.901772025	0.057200965	0.359198093	0.444665978
chrXV.94434	68.01236543	0.130479266	0.285053415	0.457736195	0.64714198	0.869120966	0.060919774
chrXV.944419	203.1392701	-0.014647111	0.24417262	-0.059986706	0.952166222	0.98542878	0.006374758
chrXV.949227	87.30204312	-0.058001872	0.270719524	-0.21425079	0.830351491	0.941653743	0.026108763
chrXV.949594	28.87823831	-0.604899777	0.327713372	-1.845819636	0.064918398	0.380549453	0.419588898
chrXV.954057	124.3831282	0.246830554	0.265703366	0.92897037	0.352904442	0.710073146	0.148696911
chrXV.956599	132.139037	0.160060798	0.251889531	0.635440455	0.52514119	0.811249371	0.090845627
chrXV.958174	40.09321871	-0.074763984	0.311816363	-0.239769278	0.810509125	0.936127377	0.028665053
chrXV.959094	9.582922411	-0.264827024	0.356526687	-0.742797196	0.457604474	0.778637069	0.108664924
chrXV.960239	22.95736272	-0.323897409	0.339429961	-0.954239301	0.339962525	0.697992787	0.156149066
chrXV.960665	8.344746293	-0.542759284	0.354757116	-1.529946149	0.126030059	0.492394138	0.307687126
chrXV.96442	195.4450567	0.526842262	0.238129784	2.212416495	0.0269379	0.269945148	0.568724474
chrXV.967788	266.9736757	0.658179286	0.234944311	2.801426782	0.005087718	0.14140698	0.849529152
chrXV.970042	60.32859511	-0.207625807	0.285893356	-0.726235162	0.46769462	0.784200458	0.105572908
chrXV.970317	139.4986531	-0.73686331	0.258365959	-2.852013909	0.00434432	0.130539082	0.884259444
chrXV.976300	98.23987755	0.198940821	0.266025526	0.747826062	0.45456508	0.775031926	0.110680407
chrXV.978317	506.5254067	0.339809938	0.239837786	1.416832369	0.156531943	0.536761976	0.270218257
chrXV.979537	268.8930778	0.147724073	0.247643278	0.596519613	0.550828155	0.821240223	0.085529787
chrXV.980277	24.81417387	0.206765904	0.331653011	0.623440455	0.53299512	0.814504252	0.089106644
chrXV.981451	37.56865982	-0.418293869	0.312634746	-1.337963469	0.180908345	0.563272497	0.249281453
chrXV.986562	20.58193635	-0.078732947	0.340029946	-0.231547099	0.8168898	0.93826548	0.027674262
chrXV.987639	553.4697668	0.211841382	0.23899063	0.886400367	0.375401822	0.723749966	0.140411443
chrXV.99487	32.21826729	-0.725996484	0.324341115	-2.238373274	0.025196723	0.263937044	0.578499652
chrXV.994890	54.54438744	-0.043963513	0.29348954	-0.149795843	0.880925689	0.963094896	0.016330919
chrXV.996954	113.3390907	0.394937827	0.260250987	1.517526722	0.129133752	0.496881983	0.30374675
chrXVI.100223	21.46760413	0.094258584	0.337872344	0.278976914	0.780262541	0.924863615	0.033922306
chrXVI.102972	14.83214978	-0.562877112	0.353475725	-1.592406696	0.111293353	0.473772894	0.32442979
chrXVI.104811	36.08629498	0.199308812	0.312604412	0.637575174	0.523750261	0.811249371	0.090845627
chrXVI.105484	150.1848279	0.099061537	0.247609632	0.40007142	0.689103914	0.884382037	0.053360087
chrXVI.105931	178.9225335	0.154496501	0.24305366	0.635647705	0.525006068	0.811249371	0.090845627
chrXVI.106793	129.7288956	0.581678363	0.251474088	2.313074751	0.02071853	0.241666135	0.616784204
chrXVI.108269	118.6226309	0.137516621	0.256628241	0.535859267	0.592055818	0.843354779	0.07398969
chrXVI.11374	52.13663026	0.236398711	0.304686528	0.775875166	0.437822697	0.76745182	0.11494888
chrXVI.114352	342.5036984	0.16092555	0.237856154	0.676566685	0.498680923	0.800253712	0.096772302
chrXVI.116517	37.54803607	-0.45501864	0.314818537	-1.445336241	0.148363463	0.52333613	0.281219281
chrXVI.118053	14.4003948	0.044115534	0.353412794	0.124827214	0.900660342	0.969450768	0.013474241
chrXVI.121317	52.77540488	0.150267862	0.295737927	0.508111568	0.611375103	0.85401515	0.068534425
chrXVI.121547	34.81796311	-0.233613993	0.319582097	-0.730998372	0.464780147	0.783578148	0.105917684
chrXVI.125788	11.90470246	-0.646118307	0.356019854	-1.81483785	0.069548832	0.386151101	0.413242722
chrXVI.126406	14.84772051	-0.170904173	0.351423089	-0.486320273	0.626740108	0.86152234	0.064733457
chrXVI.12753	37.18712929	0.00905938	0.317009224	0.028577654	0.977201434	0.992155126	0.00342042
chrXVI.132224	310.6818965	0.358080357	0.248002307	1.443858975	0.148778649	0.523497763	0.28108517
chrXVI.132707	381.0416802	0.069182731	0.251774455	0.274780582	0.783484817	0.926861387	0.03298521
chrXVI.135512	18.61309529	-0.094121026	0.345180227	-0.272672124	0.785105265	0.927642115	0.032619543
chrXVI.136489	18.06780645	-0.330331784	0.346831803	-0.952426451	0.34088075	0.698596855	0.155773374
chrXVI.138251	74.68925421	-0.622374145	0.287605172	-2.163988014	0.030465269	0.28175697	0.550125331
chrXVI.138436	114.479191	-0.250769176	0.259008553	-0.968188787	0.332950094	0.691533765	0.16018661
chrXVI.143219	88.05541539	0.189036559	0.268585603	0.70382238	0.481543395	0.792560686	0.100967474
chrXVI.14405	91.69637931	0.346824304	0.265500074	1.306305864	0.191448564	0.571828287	0.242734365
chrXVI.147183	45.53134392	0.247984988	0.304254211	0.815058524	0.415038811	0.7541035	0.122569044
chrXVI.150291	128.575533	0.111572116	0.252029269	0.442695074	0.657986306	0.872916448	0.059027323
chrXVI.153168	61.14592338	-0.530610784	0.289110036	-1.835324675	0.066457597	0.381217483	0.418827191
chrXVI.156233	56.59745565	-0.183809678	0.289233329	-0.635506559	0.52509809	0.811249371	0.090845627
chrXVI.157673	134.1976955	0.003743479	0.250758752	0.014928609	0.988089136	0.995718372	0.00186348
chrXVI.159597	112.5123738	0.308404164	0.25721334	1.199020874	0.230519829	0.61161569	0.213521382
chrXVI.162401	16.94280049	-0.52561632	0.348477319	-1.508322899	0.131471905	0.500429383	0.300657199
chrXVI.163657	25.14687737	-0.153737701	0.331690073	-0.463498047	0.643007414	0.867826384	0.06156715
chrXVI.163916	24.10029913	-0.412230107	0.336501871	-1.225045513	0.220558073	0.604333616	0.218723248
chrXVI.165733	157.721031	0.053281953	0.251748879	0.211647231	0.832382259	0.942234864	0.02584083
chrXVI.16934	131.6842094	0.089751833	0.25800113	0.347873799	0.727934963	0.903185492	0.044223047
